Year,Node,Coherence_G,Capacity_G,Stress_G,Abstraction_G,Coherence_K,Capacity_K,Stress_K,Abstraction_K,Society
1991,Stewards,7,7,5,8,7,7.0,6,6,Egypt
1992,Archive,7,7,5,8,8,8.0,6,7,Egypt
1992,Craft,6,6,6,7,7,7.0,6,7,Egypt
1992,Flow,6,6,7,7,7,7.5,7,7,Egypt
1992,Hands,5,5,8,4,5,6.0,8,4,Egypt
1992,Helm,7,6,7,7,8,8.0,6,8,Egypt
1992,Lore,5,5,8,8,5,6.0,8,7,Egypt
1992,Shield,7,8,8,7,8,8.0,6,7,Egypt
1992,Stewards,7,7,6,8,7,7.0,6,6,Egypt
1993,Archive,7,7,5,8,8,8.0,5,7,Egypt
1993,Craft,6,6,6,7,7,7.0,5,7,Egypt
1993,Flow,6,6,7,7,8,8.0,6,7,Egypt
1993,Hands,5,5,9,4,6,7.0,7,4,Egypt
1993,Helm,7,6,7,7,9,8.0,5,8,Egypt
1993,Lore,4,5,9,8,5,6.0,8,7,Egypt
1993,Shield,7,8,8,7,8,8.0,6,7,Egypt
1993,Stewards,7,7,6,8,7,8.0,6,6,Egypt
1994,Archive,7,7,5,8,8,8.0,6,7,Egypt
1994,Craft,6,6,7,7,7,7.0,6,7,Egypt
1994,Flow,6,6,7,7,7,7.5,7,7,Egypt
1994,Hands,4,4,9,4,5,6.0,8,4,Egypt
1994,Helm,7,7,8,7,8,8.0,6,8,Egypt
1994,Lore,5,5,9,8,5,6.0,9,7,Egypt
1994,Shield,8,8,8,7,8,8.0,7,7,Egypt
1994,Stewards,7,7,6,8,7,7.0,7,6,Egypt
1995,Archive,7,7,5,8,8,8.0,6,7,Egypt
1995,Craft,6,6,7,7,7,7.0,6,7,Egypt
1995,Flow,6,6,7,7,7,7.5,7,7,Egypt
1995,Hands,4,4,9,4,5,6.0,8,4,Egypt
1995,Helm,6,6,9,7,8,8.0,6,8,Egypt
1995,Lore,5,5,9,8,5,6.0,9,7,Egypt
1995,Shield,8,8,8,7,8,8.0,7,7,Egypt
1995,Stewards,7,7,6,8,7,7.0,7,6,Egypt
1996,Archive,8,7,5,8,8,8.0,6,7,Egypt
1996,Craft,6,6,6,7,7,7.0,6,7,Egypt
1996,Flow,7,7,6,7,7,7.5,7,7,Egypt
1996,Hands,4,4,8,4,5,6.0,8,4,Egypt
1996,Helm,8,7,7,7,8,8.0,6,8,Egypt
1996,Lore,5,5,8,8,5,6.0,9,7,Egypt
1996,Shield,8,8,6,7,8,8.0,7,7,Egypt
1996,Stewards,8,7,6,8,7,7.0,7,6,Egypt
1997,Archive,8,7,6,8,8,8.0,7,7,Egypt
1997,Craft,6,6,7,7,7,7.0,7,7,Egypt
1997,Flow,4,5,10,7,7,7.0,8,7,Egypt
1997,Hands,4,4,9,4,5,6.0,9,4,Egypt
1997,Helm,7,6,9,7,8,8.0,7,8,Egypt
1997,Lore,4,5,10,8,4,5.0,10,7,Egypt
1997,Shield,6,7,9,7,7,8.0,8,7,Egypt
1997,Stewards,8,7,7,8,7,7.0,7,6,Egypt
1998,Archive,8,7,5,8,8,8.0,6,7,Egypt
1998,Craft,6,6,6,7,7,7.0,6,7,Egypt
1998,Flow,6,6,7,7,8,8.0,6,7,Egypt
1998,Hands,4,4,8,4,6,7.0,7,4,Egypt
1998,Helm,8,7,6,7,9,8.0,6,8,Egypt
1998,Lore,5,6,7,8,5,6.0,8,7,Egypt
1998,Shield,8,8,6,7,8,8.0,6,7,Egypt
1998,Stewards,8,8,6,8,7,8.0,6,6,Egypt
1999,Archive,8,7,5,8,8,8.0,5,7,Egypt
1999,Craft,6,6,6,7,7,7.0,5,7,Egypt
1999,Flow,7,7,6,7,8,8.0,6,7,Egypt
1999,Hands,4,4,8,4,6,7.0,7,4,Egypt
1999,Helm,8,8,5,7,9,8.0,5,8,Egypt
1999,Lore,6,6,7,8,5,6.0,8,7,Egypt
1999,Shield,8,8,5,7,8,8.0,5,7,Egypt
1999,Stewards,9,8,5,8,7,8.0,6,6,Egypt
2000,Archive,7,7,5,8,8,8.0,5,7,Egypt
2000,Craft,6,6,6,7,7,7.0,5,7,Egypt
2000,Flow,7,7,6,7,8,8.0,6,7,Egypt
2000,Hands,3,4,9,4,6,7.0,7,4,Egypt
2000,Helm,8,7,6,7,9,8.0,5,8,Egypt
2000,Lore,6,5,8,8,5,6.0,8,7,Egypt
2000,Shield,8,8,6,7,8,8.0,5,7,Egypt
2000,Stewards,9,8,6,9,7,8.0,6,6,Egypt
2001,Archive,8,7,4,8,8,8.0,6,7,Egypt
2001,Craft,6,6,6,6,7,7.0,6,7,Egypt
2001,Flow,7,7,5,7,7,7.5,7,7,Egypt
2001,Hands,5,5,7,4,5,6.0,8,4,Egypt
2001,Helm,7,7,5,7,8,8.0,6,8,Egypt
2001,Lore,7,6,6,7,5,6.0,8,7,Egypt
2001,Shield,8,8,5,6,8,8.0,6,7,Egypt
2001,Stewards,7,7,5,8,7,7.0,6,6,Egypt
2002,Archive,8,7,4,8,8,8.0,6,7,Egypt
2002,Craft,6,6,6,6,7,7.0,6,7,Egypt
2002,Flow,7,7,6,7,7,8.0,6,7,Egypt
2002,Hands,5,5,7,4,5,6.0,8,4,Egypt
2002,Helm,7,7,6,7,8,8.0,6,8,Egypt
2002,Lore,7,6,6,7,5,6.0,8,7,Egypt
2002,Shield,8,8,5,6,8,8.0,6,7,Egypt
2002,Stewards,7,7,5,8,7,7.0,6,6,Egypt
2003,Archive,8,7,5,8,8,8.0,5,7,Egypt
2003,Craft,6,5,7,6,7,7.0,5,7,Egypt
2003,Flow,6,6,8,7,8,8.0,6,7,Egypt
2003,Hands,4,4,9,4,6,7.0,7,4,Egypt
2003,Helm,6,6,8,7,8,8.0,5,8,Egypt
2003,Lore,6,5,8,7,5,6.0,8,7,Egypt
2003,Shield,8,8,6,6,8,8.0,5,7,Egypt
2003,Stewards,7,7,6,8,7,8.0,6,6,Egypt
2004,Archive,8,8,4,8,8,8.0,5,7,Egypt
2004,Craft,6,6,6,7,7,8.0,5,7,Egypt
2004,Flow,7,8,6,7,8,8.5,5,7,Egypt
2004,Hands,4,5,8,4,6,7.0,7,4,Egypt
2004,Helm,8,7,6,8,9,8.0,5,8,Egypt
2004,Lore,6,6,7,7,5,6.0,8,7,Egypt
2004,Shield,8,8,5,7,8,8.0,5,7,Egypt
2004,Stewards,8,8,5,8,7,8.0,5,6,Egypt
2005,Archive,8,8,5,8,8,8.0,5,7,Egypt
2005,Craft,6,6,7,7,7,8.0,5,7,Egypt
2005,Flow,7,8,7,7,8,8.5,5,7,Egypt
2005,Hands,4,4,8,4,6,7.0,6,4,Egypt
2005,Helm,5,6,8,8,9,8.0,5,8,Egypt
2005,Lore,4,5,9,8,6,6.0,7,7,Egypt
2005,Shield,8,8,6,7,8,8.0,5,7,Egypt
2005,Stewards,9,8,5,9,7,8.0,5,7,Egypt
2006,Archive,8,8,4,9,8,8.0,6,7,Egypt
2006,Craft,5,6,7,7,7,7.0,6,7,Egypt
2006,Flow,8,8,6,8,8,8.0,6,7,Egypt
2006,Hands,4,4,9,4,5,7.0,7,4,Egypt
2006,Helm,7,7,7,8,8,8.0,6,8,Egypt
2006,Lore,5,5,8,8,5,6.0,8,7,Egypt
2006,Shield,8,8,6,7,8,8.0,6,7,Egypt
2006,Stewards,9,9,5,9,7,8.0,6,6,Egypt
2007,Archive,8,8,5,9,8,8.0,6,7,Egypt
2007,Craft,5,5,8,7,7,7.0,6,7,Egypt
2007,Flow,8,9,7,8,8,8.0,6,7,Egypt
2007,Hands,3,4,9,4,5,7.0,7,4,Egypt
2007,Helm,6,7,8,8,8,8.0,6,8,Egypt
2007,Lore,4,4,9,8,5,6.0,8,7,Egypt
2007,Shield,8,8,7,7,8,8.0,6,7,Egypt
2007,Stewards,9,9,6,9,7,8.0,6,6,Egypt
2008,Archive,7,7,6,9,8,8.0,6,7,Egypt
2008,Craft,4,4,9,7,7,7.0,6,7,Egypt
2008,Flow,7,7,9,8,7,7.5,7,7,Egypt
2008,Hands,2,3,10,4,5,6.0,8,4,Egypt
2008,Helm,4,6,9,8,8,8.0,6,8,Egypt
2008,Lore,3,5,10,8,5,6.0,8,7,Egypt
2008,Shield,8,7,8,7,8,8.0,6,7,Egypt
2008,Stewards,8,8,6,8,7,7.0,7,6,Egypt
2009,Archive,7,7,6,8,8,8.0,6,7,Egypt
2009,Craft,5,5,8,7,7,7.0,6,7,Egypt
2009,Flow,7,7,8,7,7,7.5,7,7,Egypt
2009,Hands,3,4,10,4,5,6.0,8,4,Egypt
2009,Helm,5,6,9,7,8,8.0,6,8,Egypt
2009,Lore,4,4,10,8,5,6.0,8,7,Egypt
2009,Shield,8,8,7,7,8,8.0,6,7,Egypt
2009,Stewards,8,8,6,9,7,7.0,7,6,Egypt
2010,Archive,6,6,7,8,8,8.0,6,7,Egypt
2010,Craft,4,4,9,7,7,7.0,6,7,Egypt
2010,Flow,6,6,9,7,7,7.0,7,7,Egypt
2010,Hands,2,3,10,4,5,6.0,8,4,Egypt
2010,Helm,4,5,10,7,8,8.0,6,8,Egypt
2010,Lore,2,3,10,8,5,6.0,8,7,Egypt
2010,Shield,7,8,8,7,8,8.0,6,7,Egypt
2010,Stewards,7,7,7,9,7,7.0,7,6,Egypt
2011,Archive,4,3,10,8,6,6.0,8,7,Egypt
2011,Craft,2,2,10,7,5,6.0,8,6,Egypt
2011,Flow,2,2,10,7,6,6.0,8,7,Egypt
2011,Hands,8,4,10,4,4,5.0,9,4,Egypt
2011,Helm,1,2,10,7,4,5.0,9,6,Egypt
2011,Lore,9,4,10,8,4,5.0,9,7,Egypt
2011,Shield,6,7,9,7,5,6.0,9,7,Egypt
2011,Stewards,2,2,10,9,6,6.0,8,6,Egypt
2012,Archive,5,4,8,8,7,7.0,7,7,Egypt
2012,Craft,3,3,8,7,6,7.0,7,6,Egypt
2012,Flow,3,3,9,7,7,7.0,7,7,Egypt
2012,Hands,5,4,9,4,5,6.0,8,4,Egypt
2012,Helm,3,4,10,6,6,6.0,7,7,Egypt
2012,Lore,5,4,9,7,6,6.0,7,7,Egypt
2012,Shield,7,7,8,7,6,7.0,7,7,Egypt
2012,Stewards,3,3,9,8,6,7.0,7,6,Egypt
2013,Archive,6,5,9,8,6,6.0,8,7,Egypt
2013,Craft,3,3,10,7,5,6.0,8,6,Egypt
2013,Flow,3,3,10,7,6,6.0,8,7,Egypt
2013,Hands,6,3,10,4,4,5.0,9,4,Egypt
2013,Helm,2,3,10,6,4,5.0,9,6,Egypt
2013,Lore,4,3,10,7,4,5.0,10,7,Egypt
2013,Shield,8,8,9,7,5,6.0,9,7,Egypt
2013,Stewards,4,4,10,8,6,6.0,8,6,Egypt
2014,Archive,8,7,6,8,8,8.0,6,7,Egypt
2014,Craft,6,5,7,7,7,7.0,6,7,Egypt
2014,Flow,5,5,8,7,7,8.0,6,7,Egypt
2014,Hands,4,4,9,4,5,6.0,8,4,Egypt
2014,Helm,8,7,6,7,8,8.0,5,8,Egypt
2014,Lore,7,6,7,8,5,5.0,9,7,Egypt
2014,Shield,9,8,5,7,8,8.0,5,7,Egypt
2014,Stewards,7,7,6,8,7,7.0,6,6,Egypt
2015,Archive,8,8,5,8,8,8.0,5,7,Egypt
2015,Craft,6,6,7,7,7,7.0,6,7,Egypt
2015,Flow,6,6,7,7,8,8.0,6,7,Egypt
2015,Hands,4,4,9,4,6,7.0,7,4,Egypt
2015,Helm,8,8,6,8,9,8.0,5,8,Egypt
2015,Lore,8,7,6,8,5,6.0,8,7,Egypt
2015,Shield,9,9,5,7,8,8.0,5,7,Egypt
2015,Stewards,8,8,6,9,7,8.0,6,6,Egypt
2016,Archive,8,7,6,8,8,8.0,5,7,Egypt
2016,Craft,6,6,8,7,7,8.0,5,7,Egypt
2016,Flow,6,5,10,7,8,8.5,6,7,Egypt
2016,Hands,3,4,10,4,6,7.0,7,4,Egypt
2016,Helm,8,8,7,8,9,9.0,5,8,Egypt
2016,Lore,7,6,8,8,5,6.0,8,7,Egypt
2016,Shield,9,9,6,8,8,8.0,5,7,Egypt
2016,Stewards,8,8,7,9,7,8.0,6,7,Egypt
2017,Archive,8,7,5,8,8,8.0,5,7,Egypt
2017,Craft,6,6,7,7,7,8.0,5,7,Egypt
2017,Flow,6,6,8,7,8,9.0,5,8,Egypt
2017,Hands,4,4,9,4,6,7.0,7,4,Egypt
2017,Helm,8,8,6,8,9,9.0,5,8,Egypt
2017,Lore,7,6,7,8,5,6.0,8,7,Egypt
2017,Shield,9,9,5,8,8,8.0,5,7,Egypt
2017,Stewards,9,8,6,9,7,8.0,5,7,Egypt
2018,Archive,8,8,5,8,8,8.0,5,7,Egypt
2018,Craft,7,7,6,7,7,8.0,5,7,Egypt
2018,Flow,7,7,7,8,9,9.0,5,8,Egypt
2018,Hands,5,5,8,4,6,7.0,7,4,Egypt
2018,Helm,9,8,5,8,9,9.0,5,8,Egypt
2018,Lore,8,7,6,8,5,6.0,8,7,Egypt
2018,Shield,9,9,5,9,8,8.0,5,7,Egypt
2018,Stewards,9,9,5,9,7,8.0,5,7,Egypt
2019,Archive,8,8,4,8,8,8.0,5,7,Egypt
2019,Craft,7,7,6,7,7,8.0,5,7,Egypt
2019,Flow,8,8,6,8,9,9.0,5,8,Egypt
2019,Hands,5,5,7,4,6,7.0,7,4,Egypt
2019,Helm,9,8,4,8,9,9.0,5,8,Egypt
2019,Lore,8,7,6,8,5,6.0,8,7,Egypt
2019,Shield,9,9,4,9,8,8.0,5,7,Egypt
2019,Stewards,9,9,5,9,7,8.0,5,7,Egypt
2020,Archive,8,8,6,8,8,7.0,7,7,Egypt
2020,Craft,7,7,7,7,7,7.0,7,7,Egypt
2020,Flow,5,6,9,8,7,7.0,8,7,Egypt
2020,Hands,5,5,8,5,5,6.0,8,4,Egypt
2020,Helm,8,7,7,8,8,8.0,7,8,Egypt
2020,Lore,7,6,7,8,5,6.0,8,7,Egypt
2020,Shield,9,9,5,8,8,7.0,7,7,Egypt
2020,Stewards,8,8,7,9,7,7.0,7,6,Egypt
2021,Archive,8,8,6,8,8,8.0,6,7,Egypt
2021,Craft,7,7,7,7,7,7.0,6,7,Egypt
2021,Flow,7,7,7,8,8,8.0,6,7,Egypt
2021,Hands,4,5,9,5,6,7.0,7,4,Egypt
2021,Helm,9,8,6,8,9,8.0,6,8,Egypt
2021,Lore,8,7,7,8,5,6.0,8,7,Egypt
2021,Shield,9,9,5,9,8,8.0,6,7,Egypt
2021,Stewards,9,9,6,9,7,8.0,6,6,Egypt
2022,Archive,8,7,7,8,8,8.0,5,7,Egypt
2022,Craft,6,6,8,7,7,8.0,5,7,Egypt
2022,Flow,6,6,9,8,8,9.0,6,7,Egypt
2022,Hands,3,4,10,4,6,7.0,7,4,Egypt
2022,Helm,8,7,8,8,9,9.0,5,8,Egypt
2022,Lore,7,6,9,8,5,6.0,8,7,Egypt
2022,Shield,9,9,6,9,8,8.0,5,7,Egypt
2022,Stewards,8,8,7,9,7,8.0,6,7,Egypt
2023,Archive,7,6,9,8,8,8.0,5,7,Egypt
2023,Craft,4,4,10,7,7,8.0,5,7,Egypt
2023,Flow,5,5,10,8,9,9.0,5,8,Egypt
2023,Hands,2,2,10,4,6,7.0,7,4,Egypt
2023,Helm,6,6,10,8,9,9.0,5,8,Egypt
2023,Lore,4,4,10,8,5,6.0,8,7,Egypt
2023,Shield,9,8,8,9,8,8.0,5,7,Egypt
2023,Stewards,7,6,9,9,7,8.0,5,7,Egypt
2024,Archive,8,8,7,8,8,8.0,5,7,Egypt
2024,Craft,6,6,8,7,7,8.0,5,7,Egypt
2024,Flow,7,7,8,8,9,9.0,5,8,Egypt
2024,Hands,3,4,10,4,6,7.0,7,4,Egypt
2024,Helm,8,8,7,8,9,9.0,5,8,Egypt
2024,Lore,6,6,8,8,5,6.0,8,7,Egypt
2024,Shield,9,9,6,9,8,8.0,5,7,Egypt
2024,Stewards,8,8,7,9,7,8.0,5,7,Egypt
2025,Archive,8,8,6,8,8,8.0,5,7,Egypt
2025,Craft,6,6,7,7,7,8.0,5,7,Egypt
2025,Flow,7,7,7,8,9,9.0,5,8,Egypt
2025,Hands,4,4,9,4,6,7.0,7,4,Egypt
2025,Helm,8,8,7,8,9,9.0,5,8,Egypt
2025,Lore,7,7,7,8,5,6.0,8,7,Egypt
2025,Shield,9,9,6,9,8,8.0,5,7,Egypt
2025,Stewards,8,8,6,9,7,8.0,5,7,Egypt
1900,Helm,6,7,4,6,5,5.0,7,6,Finland
1900,Shield,7,6,3,5,6,5.0,7,5,Finland
1900,Lore,8,7,3,8,7,7.0,5,8,Finland
1900,Stewards,7,7,3,6,7,7.0,4,6,Finland
1900,Craft,7,6,3,6,7,7.0,4,7,Finland
1900,Hands,6,5,3,4,6,6.0,5,5,Finland
1900,Archive,8,8,3,8,7,7.0,5,7,Finland
1900,Flow,7,7,3,7,8,8.0,4,7,Finland
1901,Helm,5,6,6,6,4,5.0,8,6,Finland
1901,Shield,4,4,8,5,5,4.0,9,5,Finland
1901,Lore,8,7,4,8,7,7.0,5,8,Finland
1901,Stewards,6,6,4,6,7,7.0,4,6,Finland
1901,Craft,7,6,4,6,7,7.0,4,7,Finland
1901,Hands,6,5,4,4,6,6.0,5,5,Finland
1901,Archive,7,7,4,8,7,7.0,5,7,Finland
1901,Flow,6,6,5,7,8,8.0,4,7,Finland
1902,Helm,4,5,7,6,4,4.0,9,5,Finland
1902,Shield,3,3,9,4,4,4.0,9,5,Finland
1902,Lore,9,7,5,8,7,7.0,5,8,Finland
1902,Stewards,6,6,5,6,7,7.0,4,6,Finland
1902,Craft,7,6,5,6,7,7.0,4,7,Finland
1902,Hands,7,5,5,4,6,6.0,5,5,Finland
1902,Archive,8,7,5,8,6,7.0,5,7,Finland
1902,Flow,6,6,6,7,8,8.0,4,7,Finland
1903,Helm,6,7,8,6,4,5.0,8,6,Finland
1903,Shield,3,4,9,4,5,4.0,9,5,Finland
1903,Lore,8,7,6,8,6,7.0,6,7,Finland
1903,Stewards,6,6,6,6,7,7.0,5,6,Finland
1903,Craft,6,6,6,6,7,7.0,4,7,Finland
1903,Hands,6,5,6,4,6,6.0,6,5,Finland
1903,Archive,6,6,6,8,6,7.0,5,7,Finland
1903,Flow,6,6,7,7,7,8.0,4,7,Finland
1904,Helm,3,4,9,6,4,5.0,8,6,Finland
1904,Shield,2,3,10,4,5,4.0,9,5,Finland
1904,Lore,8,7,7,8,7,7.0,5,8,Finland
1904,Stewards,5,5,7,6,7,7.0,4,6,Finland
1904,Craft,6,6,7,6,7,7.0,4,7,Finland
1904,Hands,7,5,7,4,6,6.0,5,5,Finland
1904,Archive,5,6,7,8,7,7.0,5,7,Finland
1904,Flow,5,6,8,7,8,8.0,4,7,Finland
1905,Helm,2,3,10,6,6,6.0,6,6,Finland
1905,Shield,2,2,10,4,6,6.0,6,5,Finland
1905,Lore,8,7,6,8,8,8.0,4,8,Finland
1905,Stewards,6,6,7,6,8,8.0,3,7,Finland
1905,Craft,8,6,6,7,8,8.0,3,7,Finland
1905,Hands,9,7,6,5,7,7.0,4,6,Finland
1905,Archive,7,7,5,8,8,8.0,4,8,Finland
1905,Flow,5,5,8,7,8,8.0,3,7,Finland
1910,Helm,3,4,9,6,5,5.0,7,6,Finland
1910,Shield,2,3,10,4,5,5.0,7,5,Finland
1910,Lore,8,7,8,8,7,7.0,5,8,Finland
1910,Stewards,6,6,8,7,7,7.0,4,6,Finland
1910,Craft,7,6,8,7,7,7.0,4,7,Finland
1910,Hands,8,6,9,5,6,6.0,5,5,Finland
1910,Archive,6,6,8,8,7,7.0,5,7,Finland
1910,Flow,6,6,7,7,7,8.0,4,7,Finland
1911,Helm,3,4,9,6,5,5.0,7,6,Finland
1911,Shield,2,3,10,4,5,5.0,7,5,Finland
1911,Lore,8,7,8,8,7,7.0,5,8,Finland
1911,Stewards,6,6,8,7,7,7.0,4,6,Finland
1911,Craft,7,6,8,7,7,7.0,4,7,Finland
1911,Hands,8,6,9,5,6,6.0,5,5,Finland
1911,Archive,6,6,8,8,7,7.0,5,7,Finland
1911,Flow,6,6,7,7,7,8.0,4,7,Finland
1912,Helm,3,3,10,6,5,5.0,7,6,Finland
1912,Shield,2,2,10,4,5,5.0,7,5,Finland
1912,Lore,8,7,8,8,7,7.0,5,8,Finland
1912,Stewards,5,6,8,7,7,7.0,4,6,Finland
1912,Craft,6,6,8,7,7,7.0,4,7,Finland
1912,Hands,8,6,9,5,6,6.0,5,5,Finland
1912,Archive,5,6,9,8,7,7.0,5,7,Finland
1912,Flow,6,6,8,7,7,7.0,5,7,Finland
1913,Helm,3,3,10,6,5,6.0,6,6,Finland
1913,Shield,2,2,10,4,6,6.0,6,5,Finland
1913,Lore,8,7,8,8,7,7.0,5,8,Finland
1913,Stewards,5,6,8,7,7,7.0,4,6,Finland
1913,Craft,6,6,8,7,7,7.0,4,7,Finland
1913,Hands,8,6,9,5,6,6.0,5,5,Finland
1913,Archive,5,6,9,8,7,7.0,5,7,Finland
1913,Flow,7,7,7,7,8,8.0,4,7,Finland
1914,Helm,2,3,10,6,5,5.0,7,6,Finland
1914,Shield,2,2,10,4,5,5.0,7,5,Finland
1914,Lore,7,6,9,8,7,7.0,5,8,Finland
1914,Stewards,5,5,9,7,7,7.0,5,6,Finland
1914,Craft,6,6,9,7,7,7.0,5,7,Finland
1914,Hands,8,6,10,5,6,6.0,6,5,Finland
1914,Archive,4,5,10,8,7,7.0,5,7,Finland
1914,Flow,4,4,10,7,6,6.0,6,6,Finland
1915,Helm,2,3,10,6,5,5.0,7,6,Finland
1915,Shield,2,2,10,4,5,5.0,7,5,Finland
1915,Lore,7,6,9,8,7,7.0,5,8,Finland
1915,Stewards,5,5,9,7,7,7.0,5,6,Finland
1915,Craft,6,5,9,7,7,7.0,5,7,Finland
1915,Hands,7,6,10,5,6,6.0,6,5,Finland
1915,Archive,4,5,10,8,7,7.0,5,7,Finland
1915,Flow,4,4,10,7,6,7.0,6,6,Finland
1916,Helm,2,2,10,6,5,5.0,7,6,Finland
1916,Shield,2,2,10,4,5,5.0,7,5,Finland
1916,Lore,6,6,9,8,7,7.0,5,8,Finland
1916,Stewards,5,5,10,7,7,7.0,5,6,Finland
1916,Craft,5,5,10,7,7,7.0,5,7,Finland
1916,Hands,6,6,10,5,6,6.0,6,5,Finland
1916,Archive,4,4,10,8,7,7.0,5,7,Finland
1916,Flow,3,4,10,7,6,6.0,7,6,Finland
1917,Helm,2,2,10,6,6,6.0,6,6,Finland
1917,Shield,1,2,10,4,6,6.0,6,5,Finland
1917,Lore,4,5,10,8,8,8.0,4,8,Finland
1917,Stewards,4,4,10,7,7,7.0,5,6,Finland
1917,Craft,4,4,10,7,7,7.0,5,7,Finland
1917,Hands,5,5,10,5,7,7.0,5,6,Finland
1917,Archive,3,4,10,8,8,8.0,4,8,Finland
1917,Flow,2,3,10,7,7,7.0,5,7,Finland
1918,Helm,2,3,10,6,3,3.0,10,5,Finland
1918,Shield,3,4,10,5,3,4.0,10,4,Finland
1918,Lore,3,4,10,8,4,5.0,9,6,Finland
1918,Stewards,3,3,10,7,4,5.0,9,5,Finland
1918,Craft,3,3,10,7,4,5.0,9,6,Finland
1918,Hands,2,3,10,5,3,4.0,10,4,Finland
1918,Archive,2,3,10,8,4,5.0,9,6,Finland
1918,Flow,1,2,10,7,3,4.0,10,5,Finland
1919,Helm,6,6,7,7,5,5.0,8,6,Finland
1919,Shield,7,7,6,6,6,6.0,7,5,Finland
1919,Lore,7,7,5,8,6,6.0,7,7,Finland
1919,Stewards,6,6,6,7,6,6.0,7,6,Finland
1919,Craft,6,6,6,7,6,6.0,7,7,Finland
1919,Hands,5,5,8,5,5,5.0,8,5,Finland
1919,Archive,8,8,5,8,6,6.0,7,7,Finland
1919,Flow,5,6,7,7,6,6.0,7,6,Finland
1920,Helm,7,7,5,8,6,6.0,6,6,Finland
1920,Shield,8,8,4,6,7,7.0,5,6,Finland
1920,Lore,8,8,4,8,7,7.0,5,8,Finland
1920,Stewards,7,7,4,7,7,7.0,4,6,Finland
1920,Craft,7,7,4,7,7,7.0,4,7,Finland
1920,Hands,6,6,6,5,6,6.0,5,5,Finland
1920,Archive,9,8,3,8,7,7.0,5,7,Finland
1920,Flow,6,7,5,7,7,8.0,4,7,Finland
1921,Helm,7,7,5,8,6,6.0,6,6,Finland
1921,Shield,8,7,4,7,7,6.0,5,6,Finland
1921,Lore,8,8,4,8,7,7.0,5,8,Finland
1921,Stewards,7,7,4,7,7,7.0,4,6,Finland
1921,Craft,7,7,4,7,7,7.0,4,7,Finland
1921,Hands,6,6,5,5,6,6.0,5,5,Finland
1921,Archive,9,8,4,8,7,7.0,5,7,Finland
1921,Flow,7,7,5,7,7,8.0,4,7,Finland
1922,Helm,7,7,4,8,6,6.0,6,6,Finland
1922,Shield,8,7,4,7,7,7.0,5,6,Finland
1922,Lore,8,8,4,8,7,7.0,5,8,Finland
1922,Stewards,8,7,4,7,7,7.0,4,6,Finland
1922,Craft,7,7,4,7,7,7.0,4,7,Finland
1922,Hands,7,7,5,6,7,7.0,4,6,Finland
1922,Archive,9,9,3,8,7,7.0,5,7,Finland
1922,Flow,7,7,4,7,8,8.0,4,7,Finland
1923,Helm,7,7,4,8,7,7.0,5,6,Finland
1923,Shield,8,8,4,7,7,7.0,5,6,Finland
1923,Lore,8,8,3,8,8,8.0,4,8,Finland
1923,Stewards,8,8,4,7,7,8.0,4,6,Finland
1923,Craft,8,8,4,7,8,8.0,4,7,Finland
1923,Hands,7,7,4,6,7,7.0,4,6,Finland
1923,Archive,9,9,3,8,8,8.0,4,8,Finland
1923,Flow,8,8,4,7,8,8.0,4,7,Finland
1924,Helm,7,7,4,8,7,7.0,5,6,Finland
1924,Shield,8,8,3,7,7,7.0,5,6,Finland
1924,Lore,8,8,3,8,8,8.0,4,8,Finland
1924,Stewards,8,8,4,7,8,8.0,4,7,Finland
1924,Craft,8,8,4,7,8,8.0,4,7,Finland
1924,Hands,8,8,4,6,7,7.0,4,6,Finland
1924,Archive,9,9,3,8,8,8.0,4,8,Finland
1924,Flow,8,8,4,7,8,8.0,4,7,Finland
1925,Helm,8,8,4,8,7,7.0,5,7,Finland
1925,Shield,8,8,3,7,7,7.0,5,6,Finland
1925,Lore,8,8,3,8,8,8.0,4,8,Finland
1925,Stewards,8,8,3,7,8,8.0,4,7,Finland
1925,Craft,8,8,4,7,8,8.0,4,7,Finland
1925,Hands,8,8,4,6,7,7.0,4,6,Finland
1925,Archive,9,9,3,8,8,8.0,4,8,Finland
1925,Flow,8,8,3,7,8,9.0,3,7,Finland
1926,Helm,7,7,4,8,7,7.0,5,7,Finland
1926,Shield,8,8,3,7,7,7.0,5,6,Finland
1926,Lore,8,8,3,8,8,8.0,4,8,Finland
1926,Stewards,8,8,3,7,8,8.0,4,7,Finland
1926,Craft,8,8,3,7,8,8.0,4,7,Finland
1926,Hands,7,7,4,5,7,7.0,4,6,Finland
1926,Archive,9,9,3,8,8,8.0,4,8,Finland
1926,Flow,8,8,3,7,8,9.0,3,7,Finland
1927,Helm,7,7,4,8,7,7.0,5,7,Finland
1927,Shield,8,8,3,7,7,7.0,5,6,Finland
1927,Lore,8,8,3,8,8,8.0,4,8,Finland
1927,Stewards,8,8,3,7,8,8.0,4,7,Finland
1927,Craft,8,8,3,7,8,8.0,4,7,Finland
1927,Hands,7,7,4,5,7,7.0,4,6,Finland
1927,Archive,9,9,3,8,8,8.0,4,8,Finland
1927,Flow,8,8,3,7,8,9.0,3,7,Finland
1928,Helm,7,7,4,8,7,7.0,5,7,Finland
1928,Shield,8,8,3,7,7,7.0,5,6,Finland
1928,Lore,8,8,3,8,8,8.0,4,8,Finland
1928,Stewards,8,8,4,7,8,8.0,4,7,Finland
